seq;order_name;family_name;scientific_name;common_name_en;common_name_de
3166;STRIGIFORMES;Strigidae;Jubula lettii;Maned Owl;Mähnenkauz
3167;STRIGIFORMES;Strigidae;Bubo scandiacus;Snowy Owl;Schneeeule
3168;STRIGIFORMES;Strigidae;Bubo virginianus;Great Horned Owl;Virginiauhu
3169;STRIGIFORMES;Strigidae;Bubo magellanicus;Lesser Horned Owl;Magellanuhu
3170;STRIGIFORMES;Strigidae;Bubo bubo;Eurasian Eagle-Owl;Uhu
3171;STRIGIFORMES;Strigidae;Bubo bengalensis;Indian Eagle-Owl;Bengalenuhu
3172;STRIGIFORMES;Strigidae;Bubo ascalaphus;Pharaoh Eagle-Owl;Wüstenuhu
3173;STRIGIFORMES;Strigidae;Bubo capensis;Cape Eagle-Owl;Kapuhu
3174;STRIGIFORMES;Strigidae;Bubo milesi;Arabian Eagle-Owl;Arabienuhu
3175;STRIGIFORMES;Strigidae;Bubo cinerascens;Greyish Eagle-Owl;Grauuhu
3176;STRIGIFORMES;Strigidae;Bubo africanus;Spotted Eagle-Owl;Fleckenuhu
3177;STRIGIFORMES;Strigidae;Ketupa poensis;Fraser's Eagle-Owl;Guineauhu
3178;STRIGIFORMES;Strigidae;Ketupa leucosticta;Akun Eagle-Owl;Schwachschnabeluhu
3179;STRIGIFORMES;Strigidae;Ketupa lactea;Verreaux's Eagle-Owl;Blassuhu
3180;STRIGIFORMES;Strigidae;Ketupa shelleyi;Shelley's Eagle-Owl;Bindenuhu
3181;STRIGIFORMES;Strigidae;Ketupa blakistoni;Blakiston's Fish Owl;Riesenfischuhu
3182;STRIGIFORMES;Strigidae;Ketupa zeylonensis;Brown Fish Owl;Fischuhu
3183;STRIGIFORMES;Strigidae;Ketupa flavipes;Tawny Fish Owl;Himalajafischuhu
3184;STRIGIFORMES;Strigidae;Ketupa ketupu;Buffy Fish Owl;Sundafischuhu
3185;STRIGIFORMES;Strigidae;Ketupa sumatrana;Barred Eagle-Owl;Malaienuhu
3186;STRIGIFORMES;Strigidae;Ketupa nipalensis;Spot-bellied Eagle-Owl;Nepaluhu
3187;STRIGIFORMES;Strigidae;Ketupa coromanda;Dusky Eagle-Owl;Koromandeluhu
3188;STRIGIFORMES;Strigidae;Ketupa philippensis;Philippine Eagle-Owl;Streifenuhu
3189;STRIGIFORMES;Strigidae;Scotopelia peli;Pel's Fishing Owl;Bindenfischeule
3190;STRIGIFORMES;Strigidae;Scotopelia ussheri;Rufous Fishing Owl;Rotrücken-Fischeule
3191;STRIGIFORMES;Strigidae;Scotopelia bouvieri;Vermiculated Fishing Owl;Marmorfischeule
3192;STRIGIFORMES;Strigidae;Psiloscops flammeolus;Flammulated Owl;Ponderosaeule
3193;STRIGIFORMES;Strigidae;Gymnasio nudipes;Puerto Rican Owl;Nacktfußeule
3194;STRIGIFORMES;Strigidae;Megascops trichopsis;Whiskered Screech Owl;Fleckenkreischeule
3195;STRIGIFORMES;Strigidae;Megascops clarkii;Bare-shanked Screech Owl;Nacktbein-Kreischeule
3196;STRIGIFORMES;Strigidae;Megascops albogularis;White-throated Screech Owl;Weißkehl-Kreischeule
3197;STRIGIFORMES;Strigidae;Megascops choliba;Tropical Screech Owl;Tropenkreischeule
3198;STRIGIFORMES;Strigidae;Megascops barbarus;Bearded Screech Owl;Tropfenkreischeule
3199;STRIGIFORMES;Strigidae;Megascops cooperi;Pacific Screech Owl;Mangrovekreischeule
3200;STRIGIFORMES;Strigidae;Megascops kennicottii;Western Screech Owl;Westkreischeule
3201;STRIGIFORMES;Strigidae;Megascops asio;Eastern Screech Owl;Ostkreischeule
3202;STRIGIFORMES;Strigidae;Megascops seductus;Balsas Screech Owl;Balsaskreischeule
3203;STRIGIFORMES;Strigidae;Megascops guatemalae;Middle American Screech Owl;Rotgesicht-Kreischeule
3204;STRIGIFORMES;Strigidae;Megascops koepckeae;Koepcke's Screech Owl;Andenkreischeule
3205;STRIGIFORMES;Strigidae;Megascops ingens;Rufescent Screech Owl;Rostkreischeule
3206;STRIGIFORMES;Strigidae;Megascops petersoni;Cinnamon Screech Owl;Zimtkreischeule
3207;STRIGIFORMES;Strigidae;Megascops marshalli;Cloud-forest Screech Owl;Nebelwald-Kreischeule
3208;STRIGIFORMES;Strigidae;Megascops hoyi;Yungas Screech Owl;Hoykreischeule
3209;STRIGIFORMES;Strigidae;Megascops centralis;Choco Screech Owl;Chocókreischeule
3210;STRIGIFORMES;Strigidae;Megascops roraimae;Foothill Screech Owl;Roraima-Kreischeule
3211;STRIGIFORMES;Strigidae;Megascops sanctaecatarinae;Long-tufted Screech Owl;Langohr-Kreischeule
3212;STRIGIFORMES;Strigidae;Megascops gilesi;Santa Marta Screech Owl;Santa-Marta-Kreischeule
3213;STRIGIFORMES;Strigidae;Megascops roboratus;West Peruvian Screech Owl;Buschkreischeule
3214;STRIGIFORMES;Strigidae;Megascops watsonii;Tawny-bellied Screech Owl;Watsonkreischeule
3215;STRIGIFORMES;Strigidae;Megascops atricapilla;Black-capped Screech Owl;Kappenkreischeule
3216;STRIGIFORMES;Strigidae;Pulsatrix perspicillata;Spectacled Owl;Brillenkauz
3217;STRIGIFORMES;Strigidae;Pulsatrix koeniswaldiana;Tawny-browed Owl;Gelbbrauenkauz
3218;STRIGIFORMES;Strigidae;Pulsatrix melanota;Band-bellied Owl;Bindenkauz
3219;STRIGIFORMES;Strigidae;Lophostrix cristata;Crested Owl;Haubenkauz
3220;STRIGIFORMES;Strigidae;Strix seloputo;Spotted Wood Owl;Pagodenkauz
3221;STRIGIFORMES;Strigidae;Strix ocellata;Mottled Wood Owl;Mangokauz
3222;STRIGIFORMES;Strigidae;Strix leptogrammica;Brown Wood Owl;Malaienkauz
3223;STRIGIFORMES;Strigidae;Strix aluco;Tawny Owl;Waldkauz
3224;STRIGIFORMES;Strigidae;Strix mauritanica;Maghreb Owl;Maghrebkauz
3225;STRIGIFORMES;Strigidae;Strix nivicolum;Himalayan Owl;Himalajakauz
3226;STRIGIFORMES;Strigidae;Strix hadorami;Desert Owl;Fahlkauz
3227;STRIGIFORMES;Strigidae;Strix butleri;Omani Owl;Omankauz
3228;STRIGIFORMES;Strigidae;Strix occidentalis;Spotted Owl;Fleckenkauz
3229;STRIGIFORMES;Strigidae;Strix varia;Barred Owl;Streifenkauz
3230;STRIGIFORMES;Strigidae;Strix sartorii;Cinereous Owl;Mexikokauz
3231;STRIGIFORMES;Strigidae;Strix fulvescens;Fulvous Owl;Gelbkauz
3232;STRIGIFORMES;Strigidae;Strix hylophila;Rusty-barred Owl;Brasilkauz
3233;STRIGIFORMES;Strigidae;Strix chacoensis;Chaco Owl;Chacokauz
3234;STRIGIFORMES;Strigidae;Strix rufipes;Rufous-legged Owl;Rotfußkauz
3235;STRIGIFORMES;Strigidae;Strix uralensis;Ural Owl;Habichtskauz
3236;STRIGIFORMES;Strigidae;Strix nebulosa;Great Grey Owl;Bartkauz
3237;STRIGIFORMES;Strigidae;Strix woodfordii;African Wood Owl;Afrikakauz
3238;STRIGIFORMES;Strigidae;Strix virgata;Mottled Owl;Sprenkelkauz
3239;STRIGIFORMES;Strigidae;Strix nigrolineata;Black-and-white Owl;Bindenhalskauz
3240;STRIGIFORMES;Strigidae;Strix huhula;Black-banded Owl;Zebrakauz
3241;STRIGIFORMES;Strigidae;Strix albitarsis;Rufous-banded Owl;Rötelkauz
3242;COLIIFORMES;Coliidae;Colius striatus;Speckled Mousebird;Braunflügel-Mausvogel
3243;COLIIFORMES;Coliidae;Colius leucocephalus;White-headed Mousebird;Weißkopf-Mausvogel
3244;COLIIFORMES;Coliidae;Colius castanotus;Red-backed Mousebird;Rotrücken-Mausvogel
3245;COLIIFORMES;Coliidae;Colius colius;White-backed Mousebird;Weißrücken-Mausvogel
3246;COLIIFORMES;Coliidae;Urocolius macrourus;Blue-naped Mousebird;Blaunacken-Mausvogel
3247;COLIIFORMES;Coliidae;Urocolius indicus;Red-faced Mousebird;Rotzügel-Mausvogel
3248;LEPTOSOMIFORMES;Leptosomidae;Leptosomus discolor;Cuckoo-roller;Kuckucksroller
3249;TROGONIFORMES;Trogonidae;Apaloderma narina;Narina Trogon;Narinatrogon
3250;TROGONIFORMES;Trogonidae;Apaloderma aequatoriale;Bare-cheeked Trogon;Gelbwangentrogon
3251;TROGONIFORMES;Trogonidae;Apaloderma vittatum;Bar-tailed Trogon;Bergtrogon
3252;TROGONIFORMES;Trogonidae;Apalharpactes reinwardtii;Javan Trogon;Javatrogon
3253;TROGONIFORMES;Trogonidae;Apalharpactes mackloti;Sumatran Trogon;Sumatratrogon
3254;TROGONIFORMES;Trogonidae;Harpactes fasciatus;Malabar Trogon;Malabartrogon
3255;TROGONIFORMES;Trogonidae;Harpactes kasumba;Red-naped Trogon;Rotnackentrogon
3256;TROGONIFORMES;Trogonidae;Harpactes diardii;Diard's Trogon;Diardtrogon
3257;TROGONIFORMES;Trogonidae;Harpactes ardens;Philippine Trogon;Philippinentrogon
3258;TROGONIFORMES;Trogonidae;Harpactes whiteheadi;Whitehead's Trogon;Graubrusttrogon
3259;TROGONIFORMES;Trogonidae;Harpactes orrhophaeus;Cinnamon-rumped Trogon;Zimtbürzeltrogon
3260;TROGONIFORMES;Trogonidae;Harpactes duvaucelii;Scarlet-rumped Trogon;Rotbürzeltrogon
3261;TROGONIFORMES;Trogonidae;Harpactes oreskios;Orange-breasted Trogon;Orangebauchtrogon
3262;TROGONIFORMES;Trogonidae;Harpactes erythrocephalus;Red-headed Trogon;Rotkopftrogon
3263;TROGONIFORMES;Trogonidae;Harpactes wardi;Ward's Trogon;Rosenschwanztrogon
3264;TROGONIFORMES;Trogonidae;Euptilotis neoxenus;Eared Quetzal;Kieferntrogon
3265;TROGONIFORMES;Trogonidae;Pharomachrus pavoninus;Pavonine Quetzal;Pfauentrogon
3266;TROGONIFORMES;Trogonidae;Pharomachrus auriceps;Golden-headed Quetzal;Goldkopftrogon
3267;TROGONIFORMES;Trogonidae;Pharomachrus mocinno;Resplendent Quetzal;Quetzal
3268;TROGONIFORMES;Trogonidae;Pharomachrus fulgidus;White-tipped Quetzal;Glanztrogon
3269;TROGONIFORMES;Trogonidae;Pharomachrus antisianus;Crested Quetzal;Kammtrogon
3270;TROGONIFORMES;Trogonidae;Priotelus temnurus;Cuban Trogon;Kubatrogon
3271;TROGONIFORMES;Trogonidae;Priotelus roseigaster;Hispaniolan Trogon;Hispaniolatrogon
3272;TROGONIFORMES;Trogonidae;Trogon clathratus;Lattice-tailed Trogon;Sperberschwanztrogon
3273;TROGONIFORMES;Trogonidae;Trogon massena;Slaty-tailed Trogon;Schieferschwanztrogon
3274;TROGONIFORMES;Trogonidae;Trogon comptus;Choco Trogon;Blauschwanztrogon
3275;TROGONIFORMES;Trogonidae;Trogon mesurus;Ecuadorian Trogon;Guayaquiltrogon
3276;TROGONIFORMES;Trogonidae;Trogon melanurus;Black-tailed Trogon;Schwarzschwanztrogon
3277;TROGONIFORMES;Trogonidae;Trogon melanocephalus;Black-headed Trogon;Schwarzkopftrogon
3278;TROGONIFORMES;Trogonidae;Trogon citreolus;Citreoline Trogon;Graukopftrogon
3279;TROGONIFORMES;Trogonidae;Trogon chionurus;White-tailed Trogon;Weißschwanztrogon
3280;TROGONIFORMES;Trogonidae;Trogon bairdii;Baird's Trogon;Bairdtrogon
3281;TROGONIFORMES;Trogonidae;Trogon viridis;Green-backed Trogon;Grünmanteltrogon
3282;TROGONIFORMES;Trogonidae;Trogon caligatus;Gartered Trogon;Grünschwanztrogon
3283;TROGONIFORMES;Trogonidae;Trogon ramonianus;Amazonian Trogon;Amazonastrogon
3284;TROGONIFORMES;Trogonidae;Trogon violaceus;Guianan Trogon;Veilchentrogon
3285;TROGONIFORMES;Trogonidae;Trogon curucui;Blue-crowned Trogon;Blauscheiteltrogon
3286;TROGONIFORMES;Trogonidae;Trogon surrucura;Surucua Trogon;Surucuátrogon
3287;TROGONIFORMES;Trogonidae;Trogon tenellus;Northern Black-throated Trogon;
3288;TROGONIFORMES;Trogonidae;Trogon cupreicauda;Choco Black-throated Trogon;
3289;TROGONIFORMES;Trogonidae;Trogon rufus;Amazonian Black-throated Trogon;Schwarzkehltrogon
3290;TROGONIFORMES;Trogonidae;Trogon chrysochloros;Atlantic Black-throated Trogon;
3291;TROGONIFORMES;Trogonidae;Trogon elegans;Elegant Trogon;Kupfertrogon
3292;TROGONIFORMES;Trogonidae;Trogon mexicanus;Mountain Trogon;Bronzetrogon
3293;TROGONIFORMES;Trogonidae;Trogon collaris;Collared Trogon;Jungferntrogon
3294;TROGONIFORMES;Trogonidae;Trogon personatus;Masked Trogon;Maskentrogon
3295;BUCEROTIFORMES;Upupidae;Upupa epops;Eurasian Hoopoe;Wiedehopf
3296;BUCEROTIFORMES;Upupidae;Upupa marginata;Madagascar Hoopoe;Madagaskarwiedehopf
3297;BUCEROTIFORMES;Upupidae;Upupa antaios;St. Helena Hoopoe;Helenawiedehopf
3298;BUCEROTIFORMES;Phoeniculidae;Phoeniculus castaneiceps;Forest Wood Hoopoe;Waldbaumhopf
3299;BUCEROTIFORMES;Phoeniculidae;Phoeniculus bollei;White-headed Wood Hoopoe;Weißmasken-Baumhopf
3300;BUCEROTIFORMES;Phoeniculidae;Phoeniculus purpureus;Green Wood Hoopoe;Grünbaumhopf
3301;BUCEROTIFORMES;Phoeniculidae;Phoeniculus somaliensis;Black-billed Wood Hoopoe;Schwarzschnabel-Baumhopf
3302;BUCEROTIFORMES;Phoeniculidae;Phoeniculus damarensis;Violet Wood Hoopoe;Damarabaumhopf
3303;BUCEROTIFORMES;Phoeniculidae;Rhinopomastus aterrimus;Black Scimitarbill;Violettsichelhopf
3304;BUCEROTIFORMES;Phoeniculidae;Rhinopomastus cyanomelas;Common Scimitarbill;Glanzsichelhopf
3305;BUCEROTIFORMES;Phoeniculidae;Rhinopomastus minor;Abyssinian Scimitarbill;Goldschnabel-Sichelhopf
3306;BUCEROTIFORMES;Bucorvidae;Bucorvus abyssinicus;Abyssinian Ground Hornbill;Blaugesicht-Hornrabe
3307;BUCEROTIFORMES;Bucorvidae;Bucorvus leadbeateri;Southern Ground Hornbill;Rotgesicht-Hornrabe
3308;BUCEROTIFORMES;Bucerotidae;Tockus ruahae;Tanzanian Red-billed Hornbill;Tansaniatoko
3309;BUCEROTIFORMES;Bucerotidae;Tockus kempi;Western Red-billed Hornbill;Senegaltoko
3310;BUCEROTIFORMES;Bucerotidae;Tockus damarensis;Damara Red-billed Hornbill;Damaratoko
3311;BUCEROTIFORMES;Bucerotidae;Tockus rufirostris;Southern Red-billed Hornbill;Mopanetoko
3312;BUCEROTIFORMES;Bucerotidae;Tockus erythrorhynchus;Northern Red-billed Hornbill;Savannentoko
3313;BUCEROTIFORMES;Bucerotidae;Tockus monteiri;Monteiro's Hornbill;Fleckentoko
3314;BUCEROTIFORMES;Bucerotidae;Tockus deckeni;Von der Decken's Hornbill;Von-der-Decken-Toko
3315;BUCEROTIFORMES;Bucerotidae;Tockus jacksoni;Jackson's Hornbill;Jacksontoko
3316;BUCEROTIFORMES;Bucerotidae;Tockus leucomelas;Southern Yellow-billed Hornbill;Rotringtoko
3317;BUCEROTIFORMES;Bucerotidae;Tockus flavirostris;Eastern Yellow-billed Hornbill;Gelbschnabeltoko
3318;BUCEROTIFORMES;Bucerotidae;Lophoceros bradfieldi;Bradfield's Hornbill;Felsentoko
3319;BUCEROTIFORMES;Bucerotidae;Lophoceros alboterminatus;Crowned Hornbill;Kronentoko
3320;BUCEROTIFORMES;Bucerotidae;Lophoceros semifasciatus;West African Pied Hornbill;
3321;BUCEROTIFORMES;Bucerotidae;Lophoceros fasciatus;Congo Pied Hornbill;Elstertoko
3322;BUCEROTIFORMES;Bucerotidae;Lophoceros hemprichii;Hemprich's Hornbill;Hemprichtoko
3323;BUCEROTIFORMES;Bucerotidae;Lophoceros nasutus;African Grey Hornbill;Grautoko
3324;BUCEROTIFORMES;Bucerotidae;Lophoceros camurus;Red-billed Dwarf Hornbill;Zwergtoko
3325;BUCEROTIFORMES;Bucerotidae;Lophoceros pallidirostris;Pale-billed Hornbill;Blassschnabeltoko
3326;BUCEROTIFORMES;Bucerotidae;Bycanistes fistulator;Piping Hornbill;Schreihornvogel
3327;BUCEROTIFORMES;Bucerotidae;Bycanistes bucinator;Trumpeter Hornbill;Trompeterhornvogel
3328;BUCEROTIFORMES;Bucerotidae;Bycanistes cylindricus;Brown-cheeked Hornbill;Braunwangen-Hornvogel
3329;BUCEROTIFORMES;Bucerotidae;Bycanistes albotibialis;White-thighed Hornbill;Weißschenkel-Hornvogel
3330;BUCEROTIFORMES;Bucerotidae;Bycanistes subcylindricus;Black-and-white-casqued Hornbill;Grauwangen-Hornvogel
3331;BUCEROTIFORMES;Bucerotidae;Bycanistes brevis;Silvery-cheeked Hornbill;Silberwangen-Hornvogel
3332;BUCEROTIFORMES;Bucerotidae;Ceratogymna atrata;Black-casqued Hornbill;Schwarzhelm-Hornvogel
3333;BUCEROTIFORMES;Bucerotidae;Ceratogymna elata;Yellow-casqued Hornbill;Goldhelm-Hornvogel
3334;BUCEROTIFORMES;Bucerotidae;Horizocerus hartlaubi;Western Dwarf Hornbill;Hartlaub-Hornvogel
3335;BUCEROTIFORMES;Bucerotidae;Horizocerus granti;Eastern Dwarf Hornbill;
3336;BUCEROTIFORMES;Bucerotidae;Horizocerus albocristatus;Western Long-tailed Hornbill;Weißkopf-Hornvogel
3337;BUCEROTIFORMES;Bucerotidae;Horizocerus cassini;Eastern Long-tailed Hornbill;
3338;BUCEROTIFORMES;Bucerotidae;Berenicornis comatus;White-crowned Hornbill;Langschopf-Hornvogel
3339;BUCEROTIFORMES;Bucerotidae;Buceros rhinoceros;Rhinoceros Hornbill;Rhinozeroshornvogel
3340;BUCEROTIFORMES;Bucerotidae;Buceros bicornis;Great Hornbill;Doppelhornvogel
3341;BUCEROTIFORMES;Bucerotidae;Buceros hydrocorax;Rufous Hornbill;Feuerhornvogel
3342;BUCEROTIFORMES;Bucerotidae;Rhinoplax vigil;Helmeted Hornbill;Schildhornvogel
3343;BUCEROTIFORMES;Bucerotidae;Anthracoceros marchei;Palawan Hornbill;Palawanhornvogel
3344;BUCEROTIFORMES;Bucerotidae;Anthracoceros albirostris;Oriental Pied Hornbill;Orienthornvogel
3345;BUCEROTIFORMES;Bucerotidae;Anthracoceros coronatus;Malabar Pied Hornbill;Malabarhornvogel
3346;BUCEROTIFORMES;Bucerotidae;Anthracoceros montani;Sulu Hornbill;Suluhornvogel
3347;BUCEROTIFORMES;Bucerotidae;Anthracoceros malayanus;Black Hornbill;Malaienhornvogel
3348;BUCEROTIFORMES;Bucerotidae;Ocyceros griseus;Malabar Grey Hornbill;Grauhornvogel
3349;BUCEROTIFORMES;Bucerotidae;Ocyceros gingalensis;Sri Lanka Grey Hornbill;Ceylonhornvogel
3350;BUCEROTIFORMES;Bucerotidae;Ocyceros birostris;Indian Grey Hornbill;Indienhornvogel
3351;BUCEROTIFORMES;Bucerotidae;Anorrhinus tickelli;Tickell's Brown Hornbill;Rostbauch-Hornvogel
3352;BUCEROTIFORMES;Bucerotidae;Anorrhinus austeni;Austen's Brown Hornbill;Weißgesicht-Hornvogel
3353;BUCEROTIFORMES;Bucerotidae;Anorrhinus galeritus;Bushy-crested Hornbill;Kurzschopf-Hornvogel
3354;BUCEROTIFORMES;Bucerotidae;Aceros nipalensis;Rufous-necked Hornbill;Nepalhornvogel
3355;BUCEROTIFORMES;Bucerotidae;Rhyticeros plicatus;Blyth's Hornbill;Papuahornvogel
3356;BUCEROTIFORMES;Bucerotidae;Rhyticeros narcondami;Narcondam Hornbill;Narcondamhornvogel
3357;BUCEROTIFORMES;Bucerotidae;Rhyticeros undulatus;Wreathed Hornbill;Furchenhornvogel
3358;BUCEROTIFORMES;Bucerotidae;Rhyticeros everetti;Sumba Hornbill;Sumbahornvogel
3359;BUCEROTIFORMES;Bucerotidae;Rhyticeros subruficollis;Plain-pouched Hornbill;Tenasserimhornvogel
3360;BUCEROTIFORMES;Bucerotidae;Rhyticeros cassidix;Knobbed Hornbill;Helmhornvogel
3361;BUCEROTIFORMES;Bucerotidae;Rhabdotorrhinus waldeni;Walden's Hornbill;Waldenhornvogel
3362;BUCEROTIFORMES;Bucerotidae;Rhabdotorrhinus leucocephalus;Writhed Hornbill;Mindanaohornvogel
3363;BUCEROTIFORMES;Bucerotidae;Rhabdotorrhinus exarhatus;Sulawesi Hornbill;Gelbmasken-Hornvogel
3364;BUCEROTIFORMES;Bucerotidae;Rhabdotorrhinus corrugatus;Wrinkled Hornbill;Runzelhornvogel
3365;BUCEROTIFORMES;Bucerotidae;Penelopides manillae;Luzon Hornbill;Luzonhornvogel
3366;BUCEROTIFORMES;Bucerotidae;Penelopides mindorensis;Mindoro Hornbill;Mindorohornvogel
3367;BUCEROTIFORMES;Bucerotidae;Penelopides affinis;Mindanao Hornbill;Tariktikhornvogel
3368;BUCEROTIFORMES;Bucerotidae;Penelopides samarensis;Samar Hornbill;Samarhornvogel
3369;BUCEROTIFORMES;Bucerotidae;Penelopides panini;Visayan Hornbill;Visayashornvogel
3370;CORACIIFORMES;Coraciidae;Coracias naevius;Purple Roller;Strichelracke
3371;CORACIIFORMES;Coraciidae;Coracias benghalensis;Indian Roller;Bengalenracke
3372;CORACIIFORMES;Coraciidae;Coracias affinis;Indochinese Roller;Purpurbrustracke
3373;CORACIIFORMES;Coraciidae;Coracias temminckii;Purple-winged Roller;Celebesracke
3374;CORACIIFORMES;Coraciidae;Coracias spatulatus;Racket-tailed Roller;Spatelracke
3375;CORACIIFORMES;Coraciidae;Coracias caudatus;Lilac-breasted Roller;Gabelracke
3376;CORACIIFORMES;Coraciidae;Coracias abyssinicus;Abyssinian Roller;Senegalracke
3377;CORACIIFORMES;Coraciidae;Coracias garrulus;European Roller;Blauracke
3378;CORACIIFORMES;Coraciidae;Coracias cyanogaster;Blue-bellied Roller;Opalracke
3379;CORACIIFORMES;Coraciidae;Eurystomus gularis;Blue-throated Roller;Blaukehlracke
3380;CORACIIFORMES;Coraciidae;Eurystomus glaucurus;Broad-billed Roller;Zimtracke
3381;CORACIIFORMES;Coraciidae;Eurystomus orientalis;Oriental Dollarbird;Türkisracke
3382;CORACIIFORMES;Coraciidae;Eurystomus azureus;Azure Dollarbird;Azurracke
3383;CORACIIFORMES;Brachypteraciidae;Brachypteracias leptosomus;Short-legged Ground Roller;Bindenerdracke
3384;CORACIIFORMES;Brachypteraciidae;Geobiastes squamiger;Scaly Ground Roller;Schuppenerdracke
3385;CORACIIFORMES;Brachypteraciidae;Atelornis pittoides;Pitta-like Ground Roller;Blaukopf-Erdracke
3386;CORACIIFORMES;Brachypteraciidae;Atelornis crossleyi;Rufous-headed Ground Roller;Lätzchenerdracke
3387;CORACIIFORMES;Brachypteraciidae;Uratelornis chimaera;Long-tailed Ground Roller;Langschwanz-Erdracke
3388;CORACIIFORMES;Alcedinidae;Actenoides monachus;Green-backed Kingfisher;Einsiedlerliest
3389;CORACIIFORMES;Alcedinidae;Actenoides princeps;Scaly-breasted Kingfisher;Prinzenliest
3390;CORACIIFORMES;Alcedinidae;Actenoides bougainvillei;Moustached Kingfisher;Bartliest
3391;CORACIIFORMES;Alcedinidae;Actenoides lindsayi;Spotted Wood Kingfisher;Tropfenliest
3392;CORACIIFORMES;Alcedinidae;Actenoides hombroni;Blue-capped Kingfisher;Mindanaoliest
3393;CORACIIFORMES;Alcedinidae;Actenoides concretus;Rufous-collared Kingfisher;Malaienliest
3394;CORACIIFORMES;Alcedinidae;Melidora macrorrhina;Hook-billed Kingfisher;Hakenliest
3395;CORACIIFORMES;Alcedinidae;Lacedo pulchella;Banded Kingfisher;Wellenliest
3396;CORACIIFORMES;Alcedinidae;Tanysiptera galatea;Common Paradise Kingfisher;Spatelliest
3397;CORACIIFORMES;Alcedinidae;Tanysiptera ellioti;Kofiau Paradise Kingfisher;Elliotliest
3398;CORACIIFORMES;Alcedinidae;Tanysiptera riedelii;Biak Paradise Kingfisher;Biakliest
3399;CORACIIFORMES;Alcedinidae;Tanysiptera carolinae;Numfor Paradise Kingfisher;Numforliest
3400;CORACIIFORMES;Alcedinidae;Tanysiptera hydrocharis;Little Paradise Kingfisher;Feenliest
3401;CORACIIFORMES;Alcedinidae;Tanysiptera sylvia;Buff-breasted Paradise Kingfisher;Blaukappenliest
3402;CORACIIFORMES;Alcedinidae;Tanysiptera nigriceps;Black-capped Paradise Kingfisher;Schwarzkappenliest
3403;CORACIIFORMES;Alcedinidae;Tanysiptera nympha;Red-breasted Paradise Kingfisher;Nymphenliest
3404;CORACIIFORMES;Alcedinidae;Tanysiptera danae;Brown-headed Paradise Kingfisher;Braunmantelliest
3405;CORACIIFORMES;Alcedinidae;Cittura cyanotis;Sulawesi Lilac Kingfisher;Blauohrliest
3406;CORACIIFORMES;Alcedinidae;Cittura sanghirensis;Sangihe Lilac Kingfisher;Lilaliest
3407;CORACIIFORMES;Alcedinidae;Dacelo rex;Shovel-billed Kookaburra;Froschschnabelliest
3408;CORACIIFORMES;Alcedinidae;Dacelo tyro;Spangled Kookaburra;Aruliest
3409;CORACIIFORMES;Alcedinidae;Dacelo gaudichaud;Rufous-bellied Kookaburra;Rotbauchliest
3410;CORACIIFORMES;Alcedinidae;Dacelo novaeguineae;Laughing Kookaburra;Jägerliest
3411;CORACIIFORMES;Alcedinidae;Dacelo leachii;Blue-winged Kookaburra;Blauflügelliest
3412;CORACIIFORMES;Alcedinidae;Caridonax fulgidus;White-rumped Kingfisher;Glitzerliest
3413;CORACIIFORMES;Alcedinidae;Pelargopsis capensis;Stork-billed Kingfisher;Storchschnabelliest
3414;CORACIIFORMES;Alcedinidae;Pelargopsis melanorhyncha;Great-billed Kingfisher;Schwarzschnabelliest
3415;CORACIIFORMES;Alcedinidae;Pelargopsis amauroptera;Brown-winged Kingfisher;Braunflügelliest
3416;CORACIIFORMES;Alcedinidae;Halcyon coromanda;Ruddy Kingfisher;Feuerliest
3417;CORACIIFORMES;Alcedinidae;Halcyon smyrnensis;White-throated Kingfisher;Braunliest
3418;CORACIIFORMES;Alcedinidae;Halcyon gularis;Brown-breasted Kingfisher;Braunbrustliest
3419;CORACIIFORMES;Alcedinidae;Halcyon cyanoventris;Javan Kingfisher;Javaliest
3420;CORACIIFORMES;Alcedinidae;Halcyon badia;Chocolate-backed Kingfisher;Kastanienliest
3421;CORACIIFORMES;Alcedinidae;Halcyon pileata;Black-capped Kingfisher;Kappenliest
3422;CORACIIFORMES;Alcedinidae;Halcyon leucocephala;Grey-headed Kingfisher;Graukopfliest
3423;CORACIIFORMES;Alcedinidae;Halcyon albiventris;Brown-hooded Kingfisher;Braunkopfliest
3424;CORACIIFORMES;Alcedinidae;Halcyon chelicuti;Striped Kingfisher;Streifenliest
3425;CORACIIFORMES;Alcedinidae;Halcyon malimbica;Blue-breasted Kingfisher;Zügelliest
3426;CORACIIFORMES;Alcedinidae;Halcyon senegalensis;Woodland Kingfisher;Senegalliest
3427;CORACIIFORMES;Alcedinidae;Halcyon senegaloides;Mangrove Kingfisher;Mangroveliest
3428;CORACIIFORMES;Alcedinidae;Todiramphus nigrocyaneus;Blue-black Kingfisher;Dunkelliest
3429;CORACIIFORMES;Alcedinidae;Todiramphus winchelli;Rufous-lored Kingfisher;Rotnackenliest
3430;CORACIIFORMES;Alcedinidae;Todiramphus diops;Blue-and-white Kingfisher;Lasurliest
3431;CORACIIFORMES;Alcedinidae;Todiramphus lazuli;Lazuli Kingfisher;Lazuliliest
3432;CORACIIFORMES;Alcedinidae;Todiramphus macleayii;Forest Kingfisher;Spiegelliest
3433;CORACIIFORMES;Alcedinidae;Todiramphus albonotatus;White-mantled Kingfisher;Weißrückenliest
