seq;order_name;family_name;scientific_name;common_name_en;common_name_de
301;GALLIFORMES;Cracidae;Nothocrax urumutum;Nocturnal Curassow;Rothokko
302;GALLIFORMES;Cracidae;Mitu tomentosum;Crestless Curassow;Samthokko
303;GALLIFORMES;Cracidae;Mitu salvini;Salvin's Curassow;Salvinhokko
304;GALLIFORMES;Cracidae;Mitu tuberosum;Razor-billed Curassow;Amazonashokko
305;GALLIFORMES;Cracidae;Mitu mitu;Alagoas Curassow;Mituhokko
306;GALLIFORMES;Cracidae;Pauxi pauxi;Helmeted Curassow;Helmhokko
307;GALLIFORMES;Cracidae;Pauxi unicornis;Horned Curassow;Hornhokko
308;GALLIFORMES;Cracidae;Pauxi koepckeae;Sira Curassow;Koepckehokko
309;GALLIFORMES;Cracidae;Crax rubra;Great Curassow;Kronenhokko
310;GALLIFORMES;Cracidae;Crax alberti;Blue-billed Curassow;Blaulappenhokko
311;GALLIFORMES;Cracidae;Crax daubentoni;Yellow-knobbed Curassow;Gelblappenhokko
312;GALLIFORMES;Cracidae;Crax alector;Black Curassow;Glattschnabelhokko
313;GALLIFORMES;Cracidae;Crax globulosa;Wattled Curassow;Rotlappenhokko
314;GALLIFORMES;Cracidae;Crax fasciolata;Bare-faced Curassow;Nacktgesichthokko
315;GALLIFORMES;Cracidae;Crax blumenbachii;Red-billed Curassow;Rotschnabelhokko
316;GALLIFORMES;Numididae;Agelastes meleagrides;White-breasted Guineafowl;Weißbrust-Perlhuhn
317;GALLIFORMES;Numididae;Agelastes niger;Black Guineafowl;Schwarzperlhuhn
318;GALLIFORMES;Numididae;Numida meleagris;Helmeted Guineafowl;Helmperlhuhn
319;GALLIFORMES;Numididae;Guttera plumifera;Plumed Guineafowl;Schlichthauben-Perlhuhn
320;GALLIFORMES;Numididae;Guttera verreauxi;Western Crested Guineafowl;Kongo-Haubenperlhuhn
321;GALLIFORMES;Numididae;Guttera pucherani;Eastern Crested Guineafowl;Haubenperlhuhn
322;GALLIFORMES;Numididae;Guttera edouardi;Southern Crested Guineafowl;Sambesi-Haubenperlhuhn
323;GALLIFORMES;Numididae;Acryllium vulturinum;Vulturine Guineafowl;Geierperlhuhn
324;GALLIFORMES;Odontophoridae;Ptilopachus petrosus;Stone Partridge;Felsenwachtel
325;GALLIFORMES;Odontophoridae;Ptilopachus nahani;Nahan's Partridge;Nahanwachtel
326;GALLIFORMES;Odontophoridae;Dendrortyx leucophrys;Buffy-crowned Wood Partridge;Guatemalawachtel
327;GALLIFORMES;Odontophoridae;Dendrortyx macroura;Long-tailed Wood Partridge;Langschwanzwachtel
328;GALLIFORMES;Odontophoridae;Dendrortyx barbatus;Bearded Wood Partridge;Bartwachtel
329;GALLIFORMES;Odontophoridae;Oreortyx pictus;Mountain Quail;Bergwachtel
330;GALLIFORMES;Odontophoridae;Callipepla squamata;Scaled Quail;Schuppenwachtel
331;GALLIFORMES;Odontophoridae;Callipepla douglasii;Elegant Quail;Douglaswachtel
332;GALLIFORMES;Odontophoridae;Callipepla californica;California Quail;Schopfwachtel
333;GALLIFORMES;Odontophoridae;Callipepla gambelii;Gambel's Quail;Helmwachtel
334;GALLIFORMES;Odontophoridae;Philortyx fasciatus;Banded Quail;Bindenwachtel
335;GALLIFORMES;Odontophoridae;Colinus virginianus;Northern Bobwhite;Virginiawachtel
336;GALLIFORMES;Odontophoridae;Colinus nigrogularis;Yucatan Bobwhite;Schwarzkehlwachtel
337;GALLIFORMES;Odontophoridae;Colinus leucopogon;Spot-bellied Bobwhite;Fleckenwachtel
338;GALLIFORMES;Odontophoridae;Colinus cristatus;Crested Bobwhite;Haubenwachtel
339;GALLIFORMES;Odontophoridae;Odontophorus gujanensis;Marbled Wood Quail;Marmorwachtel
340;GALLIFORMES;Odontophoridae;Odontophorus capueira;Spot-winged Wood Quail;Capueirawachtel
341;GALLIFORMES;Odontophoridae;Odontophorus melanotis;Black-eared Wood Quail;Schwarzohrwachtel
342;GALLIFORMES;Odontophoridae;Odontophorus erythrops;Rufous-fronted Wood Quail;Rotstirnwachtel
343;GALLIFORMES;Odontophoridae;Odontophorus atrifrons;Black-fronted Wood Quail;Schwarzstirnwachtel
344;GALLIFORMES;Odontophoridae;Odontophorus hyperythrus;Chestnut Wood Quail;Kastanienwachtel
345;GALLIFORMES;Odontophoridae;Odontophorus melanonotus;Dark-backed Wood Quail;Schwarzrückenwachtel
346;GALLIFORMES;Odontophoridae;Odontophorus speciosus;Rufous-breasted Wood Quail;Rotbrustwachtel
347;GALLIFORMES;Odontophoridae;Odontophorus dialeucos;Tacarcuna Wood Quail;Tacarcunawachtel
348;GALLIFORMES;Odontophoridae;Odontophorus strophium;Gorgeted Wood Quail;Kragenwachtel
349;GALLIFORMES;Odontophoridae;Odontophorus columbianus;Venezuelan Wood Quail;Venezuelawachtel
350;GALLIFORMES;Odontophoridae;Odontophorus leucolaemus;Black-breasted Wood Quail;Weißkehlwachtel
351;GALLIFORMES;Odontophoridae;Odontophorus balliviani;Stripe-faced Wood Quail;Streifengesichtwachtel
352;GALLIFORMES;Odontophoridae;Odontophorus stellatus;Starred Wood Quail;Sternwachtel
353;GALLIFORMES;Odontophoridae;Odontophorus guttatus;Spotted Wood Quail;Tropfenwachtel
354;GALLIFORMES;Odontophoridae;Dactylortyx thoracicus;Singing Quail;Singwachtel
355;GALLIFORMES;Odontophoridae;Cyrtonyx montezumae;Montezuma Quail;Montezumawachtel
356;GALLIFORMES;Odontophoridae;Cyrtonyx ocellatus;Ocellated Quail;Tränenwachtel
357;GALLIFORMES;Odontophoridae;Rhynchortyx cinctus;Tawny-faced Quail;Graubrustwachtel
358;GALLIFORMES;Phasianidae;Xenoperdix udzungwensis;Udzungwa Forest Partridge;Udzungwawachtel
359;GALLIFORMES;Phasianidae;Caloperdix oculeus;Ferruginous Partridge;Augenwachtel
360;GALLIFORMES;Phasianidae;Rollulus rouloul;Crested Partridge;Straußwachtel
361;GALLIFORMES;Phasianidae;Melanoperdix niger;Black Partridge;Schwarzwachtel
362;GALLIFORMES;Phasianidae;Arborophila torqueola;Hill Partridge;Hügelbuschwachtel
363;GALLIFORMES;Phasianidae;Arborophila rufipectus;Sichuan Partridge;Sichuanbuschwachtel
364;GALLIFORMES;Phasianidae;Arborophila mandellii;Chestnut-breasted Partridge;Rotbrust-Buschwachtel
365;GALLIFORMES;Phasianidae;Arborophila gingica;White-necklaced Partridge;Chinabuschwachtel
366;GALLIFORMES;Phasianidae;Arborophila rufogularis;Rufous-throated Partridge;Rotkehl-Buschwachtel
367;GALLIFORMES;Phasianidae;Arborophila rubrirostris;Red-billed Partridge;Rotschnabel-Buschwachtel
368;GALLIFORMES;Phasianidae;Arborophila cambodiana;Chestnut-headed Partridge;Kambodschabuschwachtel
369;GALLIFORMES;Phasianidae;Arborophila ardens;Hainan Partridge;Hainanbuschwachtel
370;GALLIFORMES;Phasianidae;Arborophila crudigularis;Taiwan Partridge;Taiwanbuschwachtel
371;GALLIFORMES;Phasianidae;Arborophila atrogularis;White-cheeked Partridge;Weißwangen-Buschwachtel
372;GALLIFORMES;Phasianidae;Arborophila brunneopectus;Bar-backed Partridge;Braunbrust-Buschwachtel
373;GALLIFORMES;Phasianidae;Arborophila davidi;Orange-necked Partridge;Davidbuschwachtel
374;GALLIFORMES;Phasianidae;Arborophila hyperythra;Red-breasted Partridge;Borneobuschwachtel
375;GALLIFORMES;Phasianidae;Arborophila campbelli;Malayan Partridge;Malaienbuschwachtel
376;GALLIFORMES;Phasianidae;Arborophila rolli;Roll's Partridge;Orangebrust-Buschwachtel
377;GALLIFORMES;Phasianidae;Arborophila sumatrana;Sumatran Partridge;Sumatrabuschwachtel
378;GALLIFORMES;Phasianidae;Arborophila javanica;Chestnut-bellied Partridge;Javabuschwachtel
379;GALLIFORMES;Phasianidae;Arborophila orientalis;Grey-breasted Partridge;Weißgesicht-Buschwachtel
380;GALLIFORMES;Phasianidae;Lerwa lerwa;Snow Partridge;Haldenhuhn
381;GALLIFORMES;Phasianidae;Ithaginis cruentus;Blood Pheasant;Blutfasan
382;GALLIFORMES;Phasianidae;Tragopan melanocephalus;Western Tragopan;Schwarzkopftragopan
383;GALLIFORMES;Phasianidae;Tragopan satyra;Satyr Tragopan;Satyrtragopan
384;GALLIFORMES;Phasianidae;Tragopan blythii;Blyth's Tragopan;Blythtragopan
385;GALLIFORMES;Phasianidae;Tragopan temminckii;Temminck's Tragopan;Temmincktragopan
386;GALLIFORMES;Phasianidae;Tragopan caboti;Cabot's Tragopan;Cabottragopan
387;GALLIFORMES;Phasianidae;Tetraophasis obscurus;Chestnut-throated Monal-Partridge;Braunkehl-Keilschwanzhuhn
388;GALLIFORMES;Phasianidae;Tetraophasis szechenyii;Buff-throated Monal-Partridge;Rostkehl-Keilschwanzhuhn
389;GALLIFORMES;Phasianidae;Lophophorus impejanus;Himalayan Monal;Rostschwanz-Glanzfasan
390;GALLIFORMES;Phasianidae;Lophophorus sclateri;Sclater's Monal;Weißschwanz-Glanzfasan
391;GALLIFORMES;Phasianidae;Lophophorus lhuysii;Chinese Monal;Grünschwanz-Glanzfasan
392;GALLIFORMES;Phasianidae;Pucrasia macrolopha;Koklass Pheasant;Koklasfasan
393;GALLIFORMES;Phasianidae;Meleagris gallopavo;Wild Turkey;Truthuhn
394;GALLIFORMES;Phasianidae;Meleagris ocellata;Ocellated Turkey;Pfauentruthuhn
395;GALLIFORMES;Phasianidae;Bonasa umbellus;Ruffed Grouse;Kragenhuhn
396;GALLIFORMES;Phasianidae;Tetrastes bonasia;Hazel Grouse;Haselhuhn
397;GALLIFORMES;Phasianidae;Tetrastes sewerzowi;Chinese Grouse;Schwarzbrust-Haselhuhn
398;GALLIFORMES;Phasianidae;Centrocercus urophasianus;Sage Grouse;Beifußhuhn
399;GALLIFORMES;Phasianidae;Centrocercus minimus;Gunnison Grouse;Gunnison-Beifußhuhn
400;GALLIFORMES;Phasianidae;Dendragapus obscurus;Dusky Grouse;Douglasiengebirgshuhn
401;GALLIFORMES;Phasianidae;Dendragapus fuliginosus;Sooty Grouse;Küstengebirgshuhn
402;GALLIFORMES;Phasianidae;Tympanuchus phasianellus;Sharp-tailed Grouse;Schweifhuhn
403;GALLIFORMES;Phasianidae;Tympanuchus cupido;Greater Prairie Chicken;Präriehuhn
404;GALLIFORMES;Phasianidae;Tympanuchus pallidicinctus;Lesser Prairie Chicken;Oklahomapräriehuhn
405;GALLIFORMES;Phasianidae;Lagopus leucura;White-tailed Ptarmigan;Weißschwanz-Schneehuhn
406;GALLIFORMES;Phasianidae;Lagopus scotica;Red Grouse;
407;GALLIFORMES;Phasianidae;Lagopus lagopus;Willow Ptarmigan;Moorschneehuhn
408;GALLIFORMES;Phasianidae;Lagopus muta;Rock Ptarmigan;Alpenschneehuhn
409;GALLIFORMES;Phasianidae;Falcipennis falcipennis;Siberian Grouse;Sichelhuhn
410;GALLIFORMES;Phasianidae;Canachites canadensis;Spruce Grouse;Tannenhuhn
411;GALLIFORMES;Phasianidae;Tetrao urogallus;Western Capercaillie;Auerhuhn
412;GALLIFORMES;Phasianidae;Tetrao urogalloides;Black-billed Capercaillie;Steinauerhuhn
413;GALLIFORMES;Phasianidae;Lyrurus tetrix;Black Grouse;Birkhuhn
414;GALLIFORMES;Phasianidae;Lyrurus mlokosiewiczi;Caucasian Grouse;Kaukasusbirkhuhn
415;GALLIFORMES;Phasianidae;Rhizothera longirostris;Long-billed Partridge;Langschnabelwachtel
416;GALLIFORMES;Phasianidae;Rhizothera dulitensis;Dulit Partridge;Dulitwachtel
417;GALLIFORMES;Phasianidae;Perdix hodgsoniae;Tibetan Partridge;Tibetrebhuhn
418;GALLIFORMES;Phasianidae;Perdix perdix;Grey Partridge;Rebhuhn
419;GALLIFORMES;Phasianidae;Perdix dauurica;Daurian Partridge;Bartrebhuhn
420;GALLIFORMES;Phasianidae;Syrmaticus soemmerringii;Copper Pheasant;Kupferfasan
421;GALLIFORMES;Phasianidae;Syrmaticus reevesii;Reeves's Pheasant;Königsfasan
422;GALLIFORMES;Phasianidae;Syrmaticus mikado;Mikado Pheasant;Mikadofasan
423;GALLIFORMES;Phasianidae;Syrmaticus ellioti;Elliot's Pheasant;Elliotfasan
424;GALLIFORMES;Phasianidae;Syrmaticus humiae;Mrs. Hume's Pheasant;Burmafasan
425;GALLIFORMES;Phasianidae;Chrysolophus pictus;Golden Pheasant;Goldfasan
426;GALLIFORMES;Phasianidae;Chrysolophus amherstiae;Lady Amherst's Pheasant;Diamantfasan
427;GALLIFORMES;Phasianidae;Phasianus colchicus;Common Pheasant;Jagdfasan
428;GALLIFORMES;Phasianidae;Phasianus versicolor;Green Pheasant;Buntfasan
429;GALLIFORMES;Phasianidae;Catreus wallichii;Cheer Pheasant;Schopffasan
430;GALLIFORMES;Phasianidae;Crossoptilon harmani;Tibetan Eared Pheasant;Tibetohrfasan
431;GALLIFORMES;Phasianidae;Crossoptilon crossoptilon;White Eared Pheasant;Weißflügel-Ohrfasan
432;GALLIFORMES;Phasianidae;Crossoptilon mantchuricum;Brown Eared Pheasant;Braunflügel-Ohrfasan
433;GALLIFORMES;Phasianidae;Crossoptilon auritum;Blue Eared Pheasant;Blauflügel-Ohrfasan
434;GALLIFORMES;Phasianidae;Lophura edwardsi;Edwards's Pheasant;Edwardsfasan
435;GALLIFORMES;Phasianidae;Lophura swinhoii;Swinhoe's Pheasant;Swinhoefasan
436;GALLIFORMES;Phasianidae;Lophura bulweri;Bulwer's Pheasant;Bulwerfasan
437;GALLIFORMES;Phasianidae;Lophura leucomelanos;Kalij Pheasant;Kalifasan
438;GALLIFORMES;Phasianidae;Lophura nycthemera;Silver Pheasant;Silberfasan
439;GALLIFORMES;Phasianidae;Lophura erythrophthalma;Malayan Crestless Fireback;Gelbschwanzfasan
440;GALLIFORMES;Phasianidae;Lophura pyronota;Bornean Crestless Fireback;Borneo-Gelbschwanzfasan
441;GALLIFORMES;Phasianidae;Lophura diardi;Siamese Fireback;Prälatfasan
442;GALLIFORMES;Phasianidae;Lophura inornata;Salvadori's Pheasant;Salvadorifasan
443;GALLIFORMES;Phasianidae;Lophura rufa;Malayan Crested Fireback;Malaienhaubenfasan
444;GALLIFORMES;Phasianidae;Lophura ignita;Bornean Crested Fireback;Haubenfasan
445;GALLIFORMES;Phasianidae;Rheinardia ocellata;Vietnamese Crested Argus;Perlenfasan
446;GALLIFORMES;Phasianidae;Rheinardia nigrescens;Malayan Crested Argus;Malaienfasan
447;GALLIFORMES;Phasianidae;Argusianus argus;Great Argus;Argusfasan
448;GALLIFORMES;Phasianidae;Afropavo congensis;Congo Peafowl;Kongopfau
449;GALLIFORMES;Phasianidae;Pavo cristatus;Indian Peafowl;Pfau
450;GALLIFORMES;Phasianidae;Pavo muticus;Green Peafowl;Ährenträgerpfau
451;GALLIFORMES;Phasianidae;Tropicoperdix chloropus;Green-legged Partridge;Grünfuß-Buschwachtel
452;GALLIFORMES;Phasianidae;Tropicoperdix charltonii;Chestnut-necklaced Partridge;Charltonbuschwachtel
453;GALLIFORMES;Phasianidae;Tropicoperdix graydoni;Sabah Partridge;Sabahbuschwachtel
454;GALLIFORMES;Phasianidae;Haematortyx sanguiniceps;Crimson-headed Partridge;Rotkopfwachtel
455;GALLIFORMES;Phasianidae;Galloperdix spadicea;Red Spurfowl;Rotspornhuhn
456;GALLIFORMES;Phasianidae;Galloperdix lunulata;Painted Spurfowl;Perlspornhuhn
457;GALLIFORMES;Phasianidae;Galloperdix bicalcarata;Sri Lanka Spurfowl;Ceylonspornhuhn
458;GALLIFORMES;Phasianidae;Polyplectron napoleonis;Palawan Peacock-Pheasant;Palawanpfaufasan
459;GALLIFORMES;Phasianidae;Polyplectron schleiermacheri;Bornean Peacock-Pheasant;Borneopfaufasan
460;GALLIFORMES;Phasianidae;Polyplectron malacense;Malayan Peacock-Pheasant;Malaienpfaufasan
461;GALLIFORMES;Phasianidae;Polyplectron germaini;Germain's Peacock-Pheasant;Annampfaufasan
462;GALLIFORMES;Phasianidae;Polyplectron katsumatae;Hainan Peacock-Pheasant;Hainanpfaufasan
463;GALLIFORMES;Phasianidae;Polyplectron bicalcaratum;Grey Peacock-Pheasant;Indochina-Pfaufasan
464;GALLIFORMES;Phasianidae;Polyplectron inopinatum;Mountain Peacock-Pheasant;Rothschild-Pfaufasan
465;GALLIFORMES;Phasianidae;Polyplectron chalcurum;Bronze-tailed Peacock-Pheasant;Bronzepfaufasan
466;GALLIFORMES;Phasianidae;Bambusicola fytchii;Mountain Bamboo Partridge;Gelbbrauen-Bambushuhn
467;GALLIFORMES;Phasianidae;Bambusicola thoracicus;Chinese Bamboo Partridge;Graubrauen-Bambushuhn
468;GALLIFORMES;Phasianidae;Bambusicola sonorivox;Taiwan Bamboo Partridge;Taiwanbambushuhn
469;GALLIFORMES;Phasianidae;Gallus varius;Green Junglefowl;Gabelschwanzhuhn
470;GALLIFORMES;Phasianidae;Gallus gallus;Red Junglefowl;Bankivahuhn
471;GALLIFORMES;Phasianidae;Gallus sonneratii;Grey Junglefowl;Sonnerathuhn
472;GALLIFORMES;Phasianidae;Gallus lafayettii;Sri Lanka Junglefowl;Ceylonhuhn
473;GALLIFORMES;Phasianidae;Peliperdix lathami;Latham's Francolin;Lathamfrankolin
474;GALLIFORMES;Phasianidae;Ortygornis sephaena;Crested Francolin;Schopffrankolin
475;GALLIFORMES;Phasianidae;Ortygornis pondicerianus;Grey Francolin;Wachtelfrankolin
476;GALLIFORMES;Phasianidae;Ortygornis gularis;Swamp Francolin;Sumpffrankolin
477;GALLIFORMES;Phasianidae;Francolinus pintadeanus;Chinese Francolin;Perlfrankolin
478;GALLIFORMES;Phasianidae;Francolinus francolinus;Black Francolin;Halsbandfrankolin
479;GALLIFORMES;Phasianidae;Francolinus pictus;Painted Francolin;Tropfenfrankolin
480;GALLIFORMES;Phasianidae;Campocolinus coqui;Coqui Francolin;Coquifrankolin
481;GALLIFORMES;Phasianidae;Campocolinus albogularis;White-throated Francolin;Weißkehlfrankolin
482;GALLIFORMES;Phasianidae;Campocolinus schlegelii;Schlegel's Francolin;Schlegelfrankolin
483;GALLIFORMES;Phasianidae;Scleroptila streptophora;Ring-necked Francolin;Kragenfrankolin
484;GALLIFORMES;Phasianidae;Scleroptila levaillantii;Red-winged Francolin;Rotflügelfrankolin
485;GALLIFORMES;Phasianidae;Scleroptila finschi;Finsch's Francolin;Finschfrankolin
486;GALLIFORMES;Phasianidae;Scleroptila psilolaema;Moorland Francolin;Hochlandfrankolin
487;GALLIFORMES;Phasianidae;Scleroptila elgonensis;Elgon Francolin;Elgonfrankolin
488;GALLIFORMES;Phasianidae;Scleroptila afra;Grey-winged Francolin;Grauflügelfrankolin
489;GALLIFORMES;Phasianidae;Scleroptila gutturalis;Orange River Francolin;Rebhuhnfrankolin
490;GALLIFORMES;Phasianidae;Scleroptila shelleyi;Shelley's Francolin;Shelleyfrankolin
491;GALLIFORMES;Phasianidae;Scleroptila whytei;Whyte's Francolin;Whytefrankolin
492;GALLIFORMES;Phasianidae;Tetraogallus tibetanus;Tibetan Snowcock;Tibetkönigshuhn
493;GALLIFORMES;Phasianidae;Tetraogallus altaicus;Altai Snowcock;Altaikönigshuhn
494;GALLIFORMES;Phasianidae;Tetraogallus caucasicus;Caucasian Snowcock;Kaukasuskönigshuhn
495;GALLIFORMES;Phasianidae;Tetraogallus caspius;Caspian Snowcock;Kaspikönigshuhn
496;GALLIFORMES;Phasianidae;Tetraogallus himalayensis;Himalayan Snowcock;Himalajakönigshuhn
497;GALLIFORMES;Phasianidae;Ammoperdix griseogularis;See-see Partridge;Persienwüstenhuhn
498;GALLIFORMES;Phasianidae;Ammoperdix heyi;Sand Partridge;Arabienwüstenhuhn
499;GALLIFORMES;Phasianidae;Synoicus ypsilophorus;Brown Quail;Tasmanienwachtel
500;GALLIFORMES;Phasianidae;Synoicus monorthonyx;Snow Mountain Quail;Schneegebirgswachtel
501;GALLIFORMES;Phasianidae;Synoicus chinensis;King Quail;Zwergwachtel
502;GALLIFORMES;Phasianidae;Synoicus adansonii;Blue Quail;Adansonwachtel
503;GALLIFORMES;Phasianidae;Margaroperdix madagarensis;Madagascar Partridge;Perlwachtel
504;GALLIFORMES;Phasianidae;Coturnix coturnix;Common Quail;Wachtel
505;GALLIFORMES;Phasianidae;Coturnix japonica;Japanese Quail;Japanwachtel
506;GALLIFORMES;Phasianidae;Coturnix delegorguei;Harlequin Quail;Harlekinwachtel
507;GALLIFORMES;Phasianidae;Coturnix coromandelica;Rain Quail;Regenwachtel
508;GALLIFORMES;Phasianidae;Coturnix pectoralis;Stubble Quail;Schwarzbrustwachtel
509;GALLIFORMES;Phasianidae;Coturnix novaezelandiae;New Zealand Quail;Neuseelandwachtel
510;GALLIFORMES;Phasianidae;Alectoris barbara;Barbary Partridge;Felsenhuhn
511;GALLIFORMES;Phasianidae;Alectoris melanocephala;Arabian Partridge;Schwarzkopf-Steinhuhn
512;GALLIFORMES;Phasianidae;Alectoris rufa;Red-legged Partridge;Rothuhn
513;GALLIFORMES;Phasianidae;Alectoris chukar;Chukar Partridge;Chukarhuhn
514;GALLIFORMES;Phasianidae;Alectoris graeca;Rock Partridge;Steinhuhn
515;GALLIFORMES;Phasianidae;Alectoris philbyi;Philby's Partridge;Philbysteinhuhn
516;GALLIFORMES;Phasianidae;Alectoris magna;Przevalski's Partridge;Przewalskisteinhuhn
517;GALLIFORMES;Phasianidae;Perdicula asiatica;Jungle Bush Quail;Dschungelwachtel
518;GALLIFORMES;Phasianidae;Perdicula argoondah;Rock Bush Quail;Madraswachtel
519;GALLIFORMES;Phasianidae;Perdicula erythrorhyncha;Painted Bush Quail;Buntwachtel
520;GALLIFORMES;Phasianidae;Perdicula manipurensis;Manipur Bush Quail;Manipurwachtel
521;GALLIFORMES;Phasianidae;Ophrysia superciliosa;Himalayan Quail;Himalajawachtel
522;GALLIFORMES;Phasianidae;Pternistis hartlaubi;Hartlaub's Spurfowl;Hartlaubfrankolin
523;GALLIFORMES;Phasianidae;Pternistis camerunensis;Mount Cameroon Spurfowl;Kamerunfrankolin
524;GALLIFORMES;Phasianidae;Pternistis nobilis;Handsome Spurfowl;Edelfrankolin
525;GALLIFORMES;Phasianidae;Pternistis castaneicollis;Chestnut-naped Spurfowl;Braunnackenfrankolin
526;GALLIFORMES;Phasianidae;Pternistis erckelii;Erckel's Spurfowl;Erckelfrankolin
527;GALLIFORMES;Phasianidae;Pternistis ochropectus;Djibouti Spurfowl;Wacholderfrankolin
528;GALLIFORMES;Phasianidae;Pternistis swierstrai;Swierstra's Spurfowl;Swierstrafrankolin
529;GALLIFORMES;Phasianidae;Pternistis ahantensis;Ahanta Spurfowl;Ahantafrankolin
530;GALLIFORMES;Phasianidae;Pternistis griseostriatus;Grey-striped Spurfowl;Graustreifenfrankolin
531;GALLIFORMES;Phasianidae;Pternistis jacksoni;Jackson's Spurfowl;Jacksonfrankolin
532;GALLIFORMES;Phasianidae;Pternistis adspersus;Red-billed Spurfowl;Rotschnabelfrankolin
533;GALLIFORMES;Phasianidae;Pternistis capensis;Cape Spurfowl;Kapfrankolin
534;GALLIFORMES;Phasianidae;Pternistis natalensis;Natal Spurfowl;Natalfrankolin
535;GALLIFORMES;Phasianidae;Pternistis hildebrandti;Hildebrandt's Spurfowl;Hildebrandtfrankolin
536;GALLIFORMES;Phasianidae;Pternistis bicalcaratus;Double-spurred Spurfowl;Doppelspornfrankolin
537;GALLIFORMES;Phasianidae;Pternistis squamatus;Scaly Spurfowl;Schuppenfrankolin
538;GALLIFORMES;Phasianidae;Pternistis icterorhynchus;Heuglin's Spurfowl;Gelbschnabelfrankolin
539;GALLIFORMES;Phasianidae;Pternistis clappertoni;Clapperton's Spurfowl;Clappertonfrankolin
540;GALLIFORMES;Phasianidae;Pternistis harwoodi;Harwood's Spurfowl;Harwoodfrankolin
541;GALLIFORMES;Phasianidae;Pternistis swainsonii;Swainson's Spurfowl;Swainsonfrankolin
542;GALLIFORMES;Phasianidae;Pternistis leucoscepus;Yellow-necked Spurfowl;Gelbkehlfrankolin
543;GALLIFORMES;Phasianidae;Pternistis rufopictus;Grey-breasted Spurfowl;Graubrustfrankolin
544;GALLIFORMES;Phasianidae;Pternistis afer;Red-necked Spurfowl;Rotkehlfrankolin
545;CAPRIMULGIFORMES;Caprimulgidae;Eurostopodus argus;Spotted Nightjar;Argusnachtschwalbe
546;CAPRIMULGIFORMES;Caprimulgidae;Eurostopodus mystacalis;White-throated Nightjar;Bartnachtschwalbe
547;CAPRIMULGIFORMES;Caprimulgidae;Eurostopodus nigripennis;Solomons Nightjar;Salomonennachtschwalbe
548;CAPRIMULGIFORMES;Caprimulgidae;Eurostopodus exul;New Caledonian Nightjar;Neukaledonien-Nachtschwalbe
549;CAPRIMULGIFORMES;Caprimulgidae;Eurostopodus diabolicus;Satanic Nightjar;Teufelsnachtschwalbe
550;CAPRIMULGIFORMES;Caprimulgidae;Eurostopodus papuensis;Papuan Nightjar;Papuanachtschwalbe
551;CAPRIMULGIFORMES;Caprimulgidae;Eurostopodus archboldi;Archbold's Nightjar;Archboldnachtschwalbe
552;CAPRIMULGIFORMES;Caprimulgidae;Lyncornis temminckii;Malaysian Eared Nightjar;Temmincknachtschwalbe
553;CAPRIMULGIFORMES;Caprimulgidae;Lyncornis macrotis;Great Eared Nightjar;Riesennachtschwalbe
554;CAPRIMULGIFORMES;Caprimulgidae;Gactornis enarratus;Collared Nightjar;Halsband-Nachtschwalbe
555;CAPRIMULGIFORMES;Caprimulgidae;Chordeiles nacunda;Nacunda Nighthawk;Weißbauch-Nachtschwalbe
556;CAPRIMULGIFORMES;Caprimulgidae;Chordeiles pusillus;Least Nighthawk;Gnomennachtschwalbe
557;CAPRIMULGIFORMES;Caprimulgidae;Chordeiles rupestris;Sand-colored Nighthawk;Flussnachtschwalbe
558;CAPRIMULGIFORMES;Caprimulgidae;Chordeiles acutipennis;Lesser Nighthawk;Texasnachtschwalbe
559;CAPRIMULGIFORMES;Caprimulgidae;Chordeiles minor;Common Nighthawk;Falkennachtschwalbe
560;CAPRIMULGIFORMES;Caprimulgidae;Chordeiles gundlachii;Antillean Nighthawk;Antillennachtschwalbe
561;CAPRIMULGIFORMES;Caprimulgidae;Lurocalis semitorquatus;Short-tailed Nighthawk;Bändernachtschwalbe
